Entity,Code,Year,Carbon dioxide emissions from buildings,Carbon dioxide emissions from industry,Carbon dioxide emissions from land use change and forestry,Carbon dioxide emissions from other fuel combustion,Carbon dioxide emissions from transport,Carbon dioxide emissions from manufacturing and construction,Fugitive emissions of carbon dioxide from energy production,Carbon dioxide emissions from electricity and heat,Carbon dioxide emissions from bunker fuels
Australia,AUS,1999,10310000,3520000,50760000,4139999.8,72770000,47470000,1320000,194110000,9840000
Australia,AUS,2000,10570000,3620000,50770000,4200000,75010000,47990000,1130000,196870000,10220000
Australia,AUS,2001,10840000,3540000,29740000,4220000,74420000,47260000,1060000,204240000,10630000
Australia,AUS,2002,11140000,3490000,29740000,5040000,76130000,37910000,850000,218730000,8780000
Australia,AUS,2003,11310000,3580000,29730000,6140000,76410000,44270000,970000,210200000,8790000
Australia,AUS,2004,11250000,3560000,29720000,6150000,79180000,45280000,870000,219840000,9990000
Australia,AUS,2005,11360000,3660000,29720000,6490000,79330000,43800000,880000,223260000,10930000
Australia,AUS,2006,11560000,3890000,29720000,6020000,81250000,42660000,700000,228010000,11530000
Australia,AUS,2007,11820000,3970000,29710000,5930000,83580000,43290000,670000,235090000,11890000
Australia,AUS,2008,11920000,3860000,29710000,6000000,85300000,44790000,690000,234980000,12190000
Australia,AUS,2009,12530000,3830000,29710000,5980000,84940000,41180000,750000,244880000,11210000
Australia,AUS,2010,12680000,3550000,29710000,6130000,87630000,36970000,610000,248400000,12380000
Australia,AUS,2011,13140000,3500000,-29100000,6070000,89770000,39530000,1060000,241350000,11890000
Australia,AUS,2012,13400000,3520000,-29100000,6180000,90430000,41000000,1680000,239460000,12860000
Australia,AUS,2013,13680000,3290000,-29100000,6270000,91830000,41010000,1550000,230750000,12890000
Australia,AUS,2014,14170000,3140000,-29110000,6230000,92030000,41010000,2200000,220480000,14050000
Australia,AUS,2015,14440000,3080000,-29110000,6590000,91920000,37690000,2210000,227580000,13410000
Australia,AUS,2016,13360000,2930000,2530000,7050000,93280000,38220000,1410000,233900000,14200000
Australia,AUS,2017,13620000,3020000,2530000,7570000,94860000,37720000,1270000,234250000,15220000
Australia,AUS,2018,13470000,2940000,2530000,7650000,97270000,39430000,1670000,228600000,16040001
Australia,AUS,2019,13300000,3040000,2530000,6340000,97040000,39330000,2690000,228020000,17590000
Australia,AUS,2020,13640000,2820000,2530000,5630000,90500000,38970000,1890000,220300000,13790000
Australia,AUS,2021,13680000,2900000,2530000,7730000,87610000,40180000,1630000,211750000,5100000
Austria,AUT,1990,11890000,2030000,-13300000,1240000,13630000,9520000,,19970000,910000
Austria,AUT,1991,13270000,2010000,-13300000,1210000,15050000,10080000,,20810000,1010000
Austria,AUT,1992,12610000,2110000,-13300000,1160000,15080000,9140000,,17570000,1090000
Austria,AUT,1993,12380000,2030000,-13300000,1060000,15230000,9400000,,17710000,1150000
Austria,AUT,1994,11420000,2100000,-13300000,990000,15290000,9260000,,19230000,1210000
Austria,AUT,1995,12540000,1630000,-13300000,1020000,15510000,9710000,,20780000,1350000
Austria,AUT,1996,13940000,1630000,-13300000,1030000,17130000,9830000,,21340000,1490000
Austria,AUT,1997,12420000,1760000,-13300000,1030000,16200001,10970000,,21840000,1540000
Austria,AUT,1998,12460000,1600000,-13310000,1039999.94,18300000,10310000,,20960000,1620000
Austria,AUT,1999,12960000,1610000,-13300000,1050000,17820000,9520000,,20090000,1570000
Austria,AUT,2000,11860000,1710000,-13290000,1010000,18560000,10680000,,19710000,1720000
Austria,AUT,2001,13050000,1720000,-5980000,1010000,20050000,10540000,,21550000,1680000
Austria,AUT,2002,12380000,1740000,-5980000,970000,21940000,10300000,,22050000,1580000
Austria,AUT,2003,13120000,1750000,-5980000,990000,23520000,11050000,,24030000,1480000
Austria,AUT,2004,12650000,1790000,-5980000,980000,23850000,11710000,,24820000,1760000
Austria,AUT,2005,12370000,1800000,-5970000,900000,24550000,11050000,,25580000,1980000
Austria,AUT,2006,12070000,1950000,-5980000,860000,23400000,11270000,,24550000,2060000
Austria,AUT,2007,10130000,2130000,-5980000,840000,23590000,10970000,,23600000,2190000
Austria,AUT,2008,10470000,2130000,-5980000,830000,22550000,11230000,,23510000,2190000
Austria,AUT,2009,9610000,1800000,-5970000,780000,21720000,10600000,,19910000,1900000
Austria,AUT,2010,9810000,1620000,-5970000,770000,22530000,11100000,,24130000,2050000
Austria,AUT,2011,8570000,1670000,-6880000,760000,21720000,11220000,,24340000,2140000
Austria,AUT,2012,8170000,1670000,-6880000,740000,21660000,11040000,,21840000,2079999.9
Austria,AUT,2013,8410000,1660000,-6880000,760000,23120000,10650000,,21170000,1990000
Austria,AUT,2014,7400000,1640000,-6880000,760000,22660000,10310000,,19290000,1990000
Austria,AUT,2015,7830000,1700000,-6880000,750000,23170000,10420000,,19390000,2120000
Austria,AUT,2016,8050000,1730000,-6930000,760000,23990000,10710000,,18450000,2320000
Austria,AUT,2017,8229999.5,1710000,-6930000,750000,24550000,10640000,,19990000,2250000
Austria,AUT,2018,7450000,1830000,-6930000,740000,24800000,10540000,,17780000,2510000
Austria,AUT,2019,7680000,1770000,-6930000,740000,24830000,10650000,,18870000,2900000
Austria,AUT,2020,7700000,1820000,-6930000,720000,21670000,10400000,,16870000,990000
Austria,AUT,2021,8680000,1890000,-6930000,740000,22330000,10790000,,17950000,1260000
Azerbaijan,AZE,1990,4940000,,-1580000,4260000,6200000,16280001,,21800000,1050000
Azerbaijan,AZE,1991,4640000,,-1580000,3160000,4760000,17020000,,22470000,840000
Azerbaijan,AZE,1992,3610000,380000,-1580000,2690000,4000000,9130000,20350000,23010000,510000
Azerbaijan,AZE,1993,2360000,290000,-1580000,1770000,3690000,7170000,10180000,22370000,580000
Azerbaijan,AZE,1994,4710000,240000,-1580000,1530000,3240000,6900000,0,16890000,480000
Azerbaijan,AZE,1995,3850000,100000,-1580000,1180000,3340000,8570000,,15430000,310000
Azerbaijan,AZE,1996,4080000,120000,-1580000,1039999.94,2710000,4430000,,14820000,580000
Azerbaijan,AZE,1997,4080000,180000,-1580000,750000,3220000,3930000,40000,14290000,570000
Azerbaijan,AZE,1998,4450000,120000,-1580000,790000,3000000,2130000,120000,15890000,490000
Azerbaijan,AZE,1999,4750000,100000,-1580000,930000,1570000,2590000,250000,15920000,430000
Azerbaijan,AZE,2000,4290000,120000,-1580000,1670000,2360000,2670000,250000,16320000,300000
Azerbaijan,AZE,2001,4660000,300000,-1810000,1220000,2600000,2200000,250000,15150000,550000
Azerbaijan,AZE,2002,5220000,470000,-1810000,380000,2930000,3010000,190000,13990000,280000
Azerbaijan,AZE,2003,5730000,540000,-1810000,280000,3150000,2380000,190000,16290001,580000
Azerbaijan,AZE,2004,5640000,720000,-1810000,390000,3790000,1890000,180000,15690000,560000
Azerbaijan,AZE,2005,5780000,740000,-1810000,850000,4210000,1690000,280000,16480000,1110000
Azerbaijan,AZE,2006,5800000,780000,-1810000,170000,4840000,1620000,300000,16960000,1250000
Azerbaijan,AZE,2007,5470000,820000,-1810000,640000,3780000,2280000,170000,14470000,1350000
Azerbaijan,AZE,2008,6640000,770000,-1810000,800000,4770000,2650000,920000,13880000,1510000
Azerbaijan,AZE,2009,5970000,620000,-1810000,1020000,4250000,1750000,440000,11440000,1150000
Azerbaijan,AZE,2010,6100000,620000,-1810000,1060000,4950000,1440000,250000,9890000,1440000
Azerbaijan,AZE,2011,6180000,470000,-2850000,1100000,5800000,1730000,450000,11560000,1550000
Azerbaijan,AZE,2012,5220000,660000,-2850000,1130000,6400000,2180000,640000,13880000,1410000
Azerbaijan,AZE,2013,5060000,720000,-2850000,1160000,7290000,2200000,840000,13650000,1420000
Azerbaijan,AZE,2014,5610000,920000,-2850000,1120000,7550000,2300000,600000,14130000,1310000
Azerbaijan,AZE,2015,5990000,840000,-2850000,1090000,6800000,2320000,370000,14340000,980000
Azerbaijan,AZE,2016,6750000,730000,-1920000,1010000,6410000,2800000,390000,14240000,690000
Azerbaijan,AZE,2017,6150000,930000,-1920000,1039999.94,7720000,1750000,290000,14190000,630000
Azerbaijan,AZE,2018,6330000,1080000,-1920000,1150000,8510000,1350000,380000,14060000,470000
Azerbaijan,AZE,2019,7220000,1100000,-1920000,1210000,8420000,2160000,430000,14190000,1060000
Azerbaijan,AZE,2020,7960000,1020000,-1920000,1300000,6850000,2200000,259999.98,13650000,1140000
Azerbaijan,AZE,2021,8330000,1080000,-1920000,1310000,7690000,2110000,259999.98,14530000,1380000
Bahamas,BHS,1990,230000,0,0,20000,250000,660000,,860000,610000
Bahamas,BHS,1991,310000,0,0,20000,220000,650000,,890000,610000
Bahamas,BHS,1992,259999.98,0,0,10000,170000,590000,,930000,590000
Bahamas,BHS,1993,220000,0,0,10000,150000,550000,,900000,600000
Bahamas,BHS,1994,220000,0,0,10000,150000,560000,,910000,590000
Bahamas,BHS,1995,250000,0,0,10000,180000,580000,,910000,600000
Bahamas,BHS,1996,230000,0,0,10000,170000,570000,,910000,610000
Bahamas,BHS,1997,220000,0,0,10000,180000,270000,,1020000,610000
Bahamas,BHS,1998,220000,0,0,10000,180000,580000,,1100000,620000
Bahamas,BHS,1999,210000,0,0,10000,180000,580000,,1160000,640000
Bahamas,BHS,2000,200000,0,0,10000,180000,580000,,1160000,660000
Bahamas,BHS,2001,190000,0,0,10000,180000,490000,,1170000,670000
Bahamas,BHS,2002,190000,0,0,10000,180000,460000,,1230000,660000
Bahamas,BHS,2003,180000,0,0,20000,190000,430000,,1320000,710000
Bahamas,BHS,2004,160000,0,0,20000,180000,420000,,1320000,660000
Bahamas,BHS,2005,160000,0,0,20000,200000,280000,,1310000,640000
Bahamas,BHS,2006,160000,0,0,20000,220000,160000,,1350000,670000
Bahamas,BHS,2007,150000,0,0,20000,220000,150000,,1400000,730000
Bahamas,BHS,2008,160000,0,0,20000,230000,110000,,1470000,960000
Bahamas,BHS,2009,220000,0,0,20000,450000,150000,,1390000,1160000
Bahamas,BHS,2010,310000,0,0,40000,550000,160000,,1260000,1150000
Bahamas,BHS,2011,190000,0,0,30000,500000,200000,,1270000,1280000
Bahamas,BHS,2012,250000,0,0,40000,480000,200000,,1160000,1730000
Bahamas,BHS,2013,250000,0,0,50000,470000,210000,,1130000,1470000
Bahamas,BHS,2014,259999.98,0,0,50000,490000,210000,,1220000,1310000
Bahamas,BHS,2015,270000,0,0,50000,510000,240000,,1260000,1039999.94
Bahamas,BHS,2016,340000,0,0,20000,500000,180000,,1240000,1060000
Bahamas,BHS,2017,320000,0,0,30000,540000,450000,,1250000,1190000
Bahamas,BHS,2018,290000,0,0,60000,560000,340000,,1260000,1280000
Bahamas,BHS,2019,340000,0,0,50000,610000,280000,,1260000,1350000
Bahamas,BHS,2020,250000,0,0,40000,430000,270000,,1270000,1280000
Bahamas,BHS,2021,259999.98,0,0,40000,450000,330000,,1300000,1510000
Bahrain,BHR,1990,129999.99,0,0,0,990000,30000,,9530000,1440000
Bahrain,BHR,1991,140000,0,0,0,1010000,30000,,9110000,1060000
Bahrain,BHR,1992,150000,0,0,0,1120000,30000,,10890000,960000
Bahrain,BHR,1993,150000,0,0,0,1160000,30000,,11640000,960000
Bahrain,BHR,1994,160000,0,0,0,1180000,30000,,11910000,1100000
Bahrain,BHR,1995,160000,0,0,0,1230000,40000,,12020000,1150000
Bahrain,BHR,1996,180000,0,0,0,1260000,50000,,12590000,1070000
Bahrain,BHR,1997,250000,0,0,0,1320000,70000,,12710000,760000
Bahrain,BHR,1998,310000,0,0,0,1390000,70000,,13620000,1100000
Bahrain,BHR,1999,170000,0,0,0,1440000,80000,,13700000,1050000
Bahrain,BHR,2000,180000,0,0,0,1530000,80000,,14050000,1120000
Bahrain,BHR,2001,190000,0,0,0,1590000,129999.99,,14450000,1200000
Bahrain,BHR,2002,200000,0,0,0,1780000,129999.99,,15090000,1310000
Bahrain,BHR,2003,210000,0,0,0,1940000,120000,,15640000,1470000
Bahrain,BHR,2004,220000,0,0,0,2120000,140000,,15310000,1620000
Bahrain,BHR,2005,240000,0,0,0,2480000,170000,,17670000,1730000
Bahrain,BHR,2006,190000,0,0,0,2590000,190000,,19360000,1870000
Bahrain,BHR,2007,200000,0,0,0,2820000,210000,,19620000,1860000
Bahrain,BHR,2008,230000,0,0,0,3090000,240000,,21050000,2120000
Bahrain,BHR,2009,230000,250000,0,0,3040000,300000,,20900000,2110000
Bahrain,BHR,2010,220000,430000,0,0,3120000,720000,,21460000,2040000
Bahrain,BHR,2011,230000,460000,0,0,2940000,790000,,21600000,1930000
Bahrain,BHR,2012,240000,470000,0,0,3160000,1050000,,22250000,1820000
Bahrain,BHR,2013,259999.98,450000,0,0,3280000,1740000,140000,22980000,1340000
Bahrain,BHR,2014,250000,450000,0,0,3370000,2230000,70000,23890000,1330000
Bahrain,BHR,2015,280000,370000,0,0,3520000,2089999.9,70000,24160000,1460000
Bahrain,BHR,2016,259999.98,490000,0,0,3600000,2120000,190000,23640000,1450000
Bahrain,BHR,2017,220000,519999.97,0,0,3710000,1960000,220000,23870000,1510000
Bahrain,BHR,2018,259999.98,410000,0,0,3820000,2170000,140000,23900000,1590000
Bahrain,BHR,2019,250000,230000,0,0,3740000,2190000,290000,26410000,1660000
Bahrain,BHR,2020,250000,210000,0,0,3290000,2120000,400000,26460000,980000
Bahrain,BHR,2021,240000,210000,0,0,3500000,2280000,230000,26750000,1090000
Bangladesh,BGD,1990,2220000,100000,18070000,780000,1670000,2310000,,4450000,340000
Bangladesh,BGD,1991,1940000,80000,18070000,860000,1850000,1510000,,4600000,300000
Bangladesh,BGD,1992,1950000,80000,18070000,1000000,2120000,1490000,,5200000,270000
Bangladesh,BGD,1993,2079999.9,70000,18070000,990000,2180000,1470000,,5790000,310000
Bangladesh,BGD,1994,2280000,70000,18070000,990000,2230000,1900000,,6100000,360000
Bangladesh,BGD,1995,2600000,70000,18100000,1170000,2690000,3320000,,6720000,400000
Bangladesh,BGD,1996,2760000,150000,18100000,1290000,2960000,2960000,,6720000,410000
Bangladesh,BGD,1997,3240000,230000,18090000,1380000,3340000,3630000,,7170000,450000
Bangladesh,BGD,1998,3480000,270000,18010000,1430000,3420000,2860000,,7810000,550000
Bangladesh,BGD,1999,3370000,430000,17870000,1550000,3120000,2850000,,8800000,580000
Bangladesh,BGD,2000,3520000,700000,17770000,1380000,3050000,3040000,,9010000,510000
Bangladesh,BGD,2001,3890000,940000,18240000,1860000,3820000,4430000,,10730000,750000
Bangladesh,BGD,2002,4310000,880000,18200000,1920000,3880000,4800000,,11510000,770000
Bangladesh,BGD,2003,4900000,840000,18180000,1880000,3960000,5500000,,11590000,860000
Bangladesh,BGD,2004,5260000,790000,18100000,2170000,4580000,4120000,,13520000,860000
Bangladesh,BGD,2005,4980000,750000,18100000,2450000,5100000,4700000,,14650000,950000
Bangladesh,BGD,2006,5130000,700000,18110000,2480000,5310000,5300000,,16910000,920000
Bangladesh,BGD,2007,5360000,680000,18150000,2480000,5420000,6000000,,18220000,890000
Bangladesh,BGD,2008,5550000,700000,18150000,2520000,6070000,7020000,,19610000,1060000
Bangladesh,BGD,2009,5650000,700000,18150000,2480000,6390000,8170000,,21780000,1000000
Bangladesh,BGD,2010,6310000,680000,18170000,2770000,7390000,9190000,,24300000,1120000
Bangladesh,BGD,2011,6690000,700000,17720000,3490000,8620000,9230000,,26430000,1280000
Bangladesh,BGD,2012,6660000,680000,17710000,3490000,8700000,10230000,,29890000,1220000
Bangladesh,BGD,2013,6570000,740000,17680000,3200000,8260000,10790000,20000,33310002,1260000
Bangladesh,BGD,2014,7150000,750000,17620000,3220000,8920000,10560000,30000,35550000,1290000
Bangladesh,BGD,2015,7920000,1060000,17620000,2900000,9360000,13450000,60000,38080000,1340000
Bangladesh,BGD,2016,9050000,1120000,17480000,3080000,9930000,15400000,20000,42530000,1370000
Bangladesh,BGD,2017,9620000,1210000,17490000,2950000,11070000,18160000,10000,44340000,1490000
Bangladesh,BGD,2018,9820000,1390000,17480000,3560000,12110000,16810000,20000,46620000,1650000
Bangladesh,BGD,2019,9810000,1500000,17550000,3390000,11770000,18160000,30000,47810000,1750000
Bangladesh,BGD,2020,8210000,1390000,17540000,2980000,10430000,17750000,30000,46270000,1480000
Bangladesh,BGD,2021,8260000,1510000,17540000,3390000,11600000,19960000,50000,55480000,1190000
Barbados,BRB,1990,60000,100000,0,10000,270000,440000,,480000,0
Barbados,BRB,1991,60000,100000,0,0,270000,430000,,480000,0
Barbados,BRB,1992,60000,90000,0,0,270000,330000,,460000,0
Barbados,BRB,1993,60000,30000,0,0,270000,300000,,480000,0
Barbados,BRB,1994,60000,40000,0,10000,280000,400000,,490000,0
Barbados,BRB,1995,60000,40000,0,10000,280000,430000,,519999.97,0
Barbados,BRB,1996,60000,50000,0,0,250000,480000,,550000,0
Barbados,BRB,1997,70000,90000,0,0,300000,600000,,560000,0
Barbados,BRB,1998,80000,129999.99,0,0,340000,550000,,550000,0
Barbados,BRB,1999,90000,129999.99,0,10000,350000,570000,,600000,0
Barbados,BRB,2000,80000,129999.99,0,10000,370000,690000,,570000,0
Barbados,BRB,2001,70000,120000,0,10000,370000,550000,,610000,0
Barbados,BRB,2002,80000,150000,0,0,370000,519999.97,,580000,0
Barbados,BRB,2003,80000,150000,0,10000,380000,519999.97,,600000,0
Barbados,BRB,2004,80000,150000,0,10000,390000,519999.97,,620000,0
Barbados,BRB,2005,80000,150000,0,10000,410000,510000,,640000,0
Barbados,BRB,2006,80000,150000,0,10000,410000,480000,,680000,0
Barbados,BRB,2007,80000,150000,0,0,410000,510000,,680000,0
Barbados,BRB,2008,110000,140000,0,10000,460000,570000,,850000,0
Barbados,BRB,2009,100000,110000,0,10000,440000,490000,,870000,0
Barbados,BRB,2010,110000,100000,0,10000,440000,460000,,760000,0
Barbados,BRB,2011,90000,100000,0,10000,460000,500000,,810000,0
Barbados,BRB,2012,90000,80000,0,0,440000,420000,,800000,0
Barbados,BRB,2013,90000,70000,0,0,420000,460000,,800000,0
Barbados,BRB,2014,90000,70000,0,0,410000,480000,,640000,0
Barbados,BRB,2015,80000,70000,0,0,420000,460000,,640000,0
Barbados,BRB,2016,80000,70000,0,0,420000,440000,,650000,0
Barbados,BRB,2017,90000,110000,0,0,430000,480000,,519999.97,0
Barbados,BRB,2018,90000,110000,0,0,420000,410000,,610000,0
Barbados,BRB,2019,100000,110000,0,0,430000,540000,,500000,0
Barbados,BRB,2020,70000,80000,0,0,340000,280000,,470000,0
Barbados,BRB,2021,80000,110000,0,0,360000,340000,,480000,0
Belarus,BLR,1990,13860000,,-13040000,3900000,11480000,8370000,,62230000,0
Belarus,BLR,1991,12990000,,-13040000,4090000.2,12250000,8149999.5,,58750000,0
Belarus,BLR,1992,11710000,910000,-13180000,3660000,11320000,5470000,,54690000,0
Belarus,BLR,1993,10630000,850000,-13180000,3470000,9460000,5520000,,46270000,0
Belarus,BLR,1994,8560000,630000,-13180000,2270000,6730000,4170000,,42290000,0
Belarus,BLR,1995,8149999.5,560000,-12860000,2000000,6680000,3410000,,36710000,0
Belarus,BLR,1996,8430000,640000,-12790000,1910000,7250000,3850000,,36380000,0
Belarus,BLR,1997,6940000,830000,-12670000,1830000,7610000,3870000,,37950000,0
Belarus,BLR,1998,5990000,910000,-12530000,1830000,8040000,4440000,,35980000,0
Belarus,BLR,1999,5930000,890000,-12080000,1690000,7090000,4250000,,35110000,0
Belarus,BLR,2000,6000000,860000,-12010000,2130000,6450000,3210000,,34320000,0
Belarus,BLR,2001,5280000,820000,-4080000,1900000,6120000,3260000,,34340000,0
Belarus,BLR,2002,5130000,980000,-4159999.8,1860000,6610000,3230000,,33950000,0
Belarus,BLR,2003,5030000,1160000,-4230000,1890000,6820000,3600000,,34020000,0
Belarus,BLR,2004,4850000,1300000,-4360000,2000000,6980000,3910000,,36710000,0
Belarus,BLR,2005,4990000,1470000,-4390000,2150000,7770000,4030000.2,,36060000,0
Belarus,BLR,2006,5030000,1570000,-4460000,2320000,9130000,3990000,,36750000,0
Belarus,BLR,2007,4860000,1620000,-4510000,2450000,9290000,4270000,,34840000,0
